,Symbol,Sector,MarketCap,Industry,ETF,Name
404,ALL,Finance,37296368307.54,Consumer Services,N,Allstate Corporation (The)
411,ALLE,Consumer Services,8003540714.4,Diversified Commercial Services,N,Allegion plc Ordinary Shares
412,ALLT,Technology,170539057.0,Computer Communications Equipment,N,Allot Communications Ltd. - Ordinary Shares
413,ALLY,Finance,13539732411.1,Finance: Consumer Services,N,Ally Financial Inc.
422,ALN,Consumer Non-Durables,$8.83M,Packaged Foods,N,American Lorain Corporation
423,ALNA,Health Care,201121571.42,Biotechnology: Biological Products (No Diagnostic Substances),N,"Allena Pharmaceuticals, Inc."
424,ALNY,Health Care,12421144203.0,Major Pharmaceuticals,N,"Alnylam Pharmaceuticals, Inc."
425,ALO,Basic Industries,160396583.26,Precious Metals,N,Alio Gold Inc.
426,ALOG,Capital Goods,1058706036.8,Electrical Products,N,Analogic Corporation
427,ALOT,Technology,93641221.15,Computer peripheral equipment,N,"AstroNova, Inc."
429,ALPN,Health Care,151309930.5,Major Pharmaceuticals,N,"Alpine Immune Sciences, Inc. - Common Stock"
431,ALQ,,,Commercial & Professional Services,N,ALS LIMITED
432,ALQA,Health Care,10454716.0912,Medical/Dental Instruments,N,"Alliqua BioMedical, Inc."
433,ALR,,,Diversified Financials,N,ABERDEEN LEADERS LIMITED
434,ALRM,Technology,1804063605.51,Computer Software: Prepackaged Software,N,"Alarm.com Holdings, Inc."
435,ALRN,Health Care,141594730.94,Major Pharmaceuticals,N,"Aileron Therapeutics, Inc. - Common Stock"
436,ALSK,Public Utilities,133741170.9,Telecommunications Equipment,N,"Alaska Communications Systems Group, Inc. - Common Stock"
437,ALSN,Capital Goods,6322529271.6,Auto Parts:O.E.M.,N,"Allison Transmission Holdings, Inc."
438,ALT,Health Care,29270436.8,Health Care Equipment & Services,N,ANALYTICA LIMITED
439,ALTR,Technology,1563760425.92,Computer Software: Prepackaged Software,N,Altair Engineering Inc.
440,ALTS,,,,Y,ProShares Morningstar Alternatives Solution ETF
441,ALTY,n/a,0.0,n/a,Y,Global X SuperDividend Alternatives ETF
442,ALU,,,Software & Services,N,ALTIUM LIMITED
443,ALV,Capital Goods,11900407150.98,Auto Parts:O.E.M.,N,"Autoliv, Inc."
444,ALX,Consumer Services,1955581341.0,Real Estate Investment Trusts,N,"Alexander&#39;s, Inc."
445,ALXN,Health Care,27282785725.28,Major Pharmaceuticals,N,"Alexion Pharmaceuticals, Inc."
446,ALY,,,Materials,N,ALCHEMY RESOURCES LIMITED
447,AM,Public Utilities,5776144028.0,Natural Gas Distribution,N,Antero Midstream Partners LP
449,AMA,,,Retailing,N,AMA GROUP LIMITED
450,AMAG,Health Care,493472056.95,Major Pharmaceuticals,N,"AMAG Pharmaceuticals, Inc."
451,AMAT,Technology,60570576540.76,Semiconductors,N,"Applied Materials, Inc."
452,AMB,,,Commercial & Professional Services,N,AMBITION GROUP LIMITED
453,AMBA,Technology,1791890130.4,Semiconductors,N,"Ambarella, Inc."
454,AMBC,Finance,711800841.18,Property-Casualty Insurers,N,"Ambac Financial Group, Inc."
456,AMBR,Technology,213074438.76,Computer Software: Prepackaged Software,N,"Amber Road, Inc."
457,AMC,Consumer Services,1773912415.0,Materials,N,AMCOR LIMITED
458,AMCA,n/a,9796500.0,n/a,Y,iShares Russell 1000 Pure U.S. Revenue ETF
459,AMCN,Technology,58731073.7,Advertising,N,"AirMedia Group Inc - American Depositary Shares, each representing two ordinary shares"
460,AMCX,Consumer Services,3177306278.4,Television Services,N,AMC Networks Inc.
461,AMD,Technology,11751246984.54,Semiconductors,N,"Advanced Micro Devices, Inc. - Common Stock"
462,AMDA,Health Care,10426454.0573,Medical/Dental Instruments,N,Amedica Corporation - Common Stock
463,AME,Consumer Durables,17571841096.15,Materials,N,ALTO METALS LIMITED
464,AMED,Health Care,1891631992.44,Medical/Nursing Services,N,Amedisys Inc - Common Stock
465,AMEH,Consumer Services,165921112.5,Professional Services,N,"Apollo Medical Holdings, Inc. - Common Stock"
466,AMG,Finance,11543252107.2,Materials,N,"Affiliated Managers Group, Inc."
467,AMGN,Health Care,136478447205.75,Biotechnology: Biological Products (No Diagnostic Substances),N,Amgen Inc.
468,AMGP,Public Utilities,3889341457.75,Natural Gas Distribution,N,Antero Midstream GP LP
469,AMH,Consumer Services,5855197454.14,Real Estate Investment Trusts,N,American Homes 4 Rent
480,AMI,,,Materials,N,AURELIA METALS LIMITED
481,AMID,Public Utilities,753609056.2,Natural Gas Distribution,N,"American Midstream Partners, LP Common Units representing Limited Partner Interests"
482,AMJ,,,,N,JPMorgan Chase Capital XVI JP Morgan Alerian MLP ETN
483,AMJL,,,,N,"Credit Suisse X-Links Monthly Pay 2xLeveraged Alerian MLP Index Exchange Traded Notes due May 16, 2036"
484,AMKR,Technology,2598576499.44,Semiconductors,N,"Amkor Technology, Inc. - Common Stock"
485,AML,,,Materials,N,AEON METALS LIMITED.
486,AMLP,,,,Y,Alerian MLP ETF
487,AMLX,,,,Y,Amplify YieldShares Oil Hedged MLP Income ETF
488,AMMA,Consumer Services,11143417.12,Services-Misc. Amusement & Recreation,N,"Alliance MMA, Inc."
489,AMN,Technology,2364730483.5,Professional Services,N,AMN Healthcare Services Inc
490,AMNB,Finance,345029065.5,Major Banks,N,"American National Bankshares, Inc. - Common Stock"
491,AMO,,,Technology Hardware & Equipment,N,AMBERTECH LIMITED
492,AMOT,Capital Goods,335580399.5,Electrical Products,N,"Allied Motion Technologies, Inc. - Common Stock"
493,AMOV,Public Utilities,58247751000.8596,Telecommunications Equipment,N,"America Movil, S.A.B. de C.V. Class A American Depositary Shares"
494,AMP,Finance,26401069063.17,Insurance,N,AMP LIMITED
495,AMPE,Health Care,220990664.19,Major Pharmaceuticals,N,"Ampio Pharmaceuticals, Inc."
496,AMPH,Health Care,894228259.7,Major Pharmaceuticals,N,"Amphastar Pharmaceuticals, Inc. - Common Stock"
497,AMRB,Finance,100310571.79,Major Banks,N,American River Bankshares
498,AMRC,Basic Industries,407256342.9,Engineering & Construction,N,"Ameresco, Inc. Class A Common Stock"
499,AMRH,Technology,60095183.71,Semiconductors,N,"Ameri Holdings, Inc."
501,AMRK,Basic Industries,98510614.5,Other Specialty Stores,N,"A-Mark Precious Metals, Inc. - Common Stock"
502,AMRN,Health Care,1075281460.0,Major Pharmaceuticals,N,"Amarin Corporation plc - American Depositary Shares, each representing one Ordinary Share"
503,AMRS,Basic Industries,210004212.0,Major Chemicals,N,"Amyris, Inc. - Common Stock"
504,AMS,Health Care,15702500.0,Medical Specialities,N,American Shared Hospital Services
505,AMSC,Consumer Durables,108810738.4,Metal Fabrications,N,American Superconductor Corporation - Common Stock
506,AMSF,Finance,1198902632.9,Property-Casualty Insurers,N,"AMERISAFE, Inc."
508,AMT,Consumer Services,57792759216.64,Health Care Equipment & Services,N,American Tower Corporation (REIT)
510,AMTD,Finance,31202770989.78,Investment Bankers/Brokers/Service,N,TD Ameritrade Holding Corporation
511,AMTX,Basic Industries,13878055.6962,Major Chemicals,N,"Aemetis, Inc"
513,AMU,,,,N,ETRACS Alerian MLP Index ETN
514,AMUB,,,,N,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042"
515,AMWD,Basic Industries,2362942800.0,Forest Products,N,American Woodmark Corporation - Common Stock
516,AMX,Public Utilities,58097141016.19,Telecommunications Equipment,N,"America Movil, S.A.B. de C.V. American Depository Receipt Series L"
517,AMZA,,,,Y,InfraCap MLP ETF
518,AMZN,Consumer Services,624024466625.0,Catalog/Specialty Distribution,N,"Amazon.com, Inc. - Common Stock"
519,AN,Consumer Durables,5143412160.45,Automotive Aftermarket,N,"AutoNation, Inc. Common Stock"
520,ANAB,Health Care,2621401180.8,Major Pharmaceuticals,N,"AnaptysBio, Inc."
521,ANAT,Finance,3483639195.4,Life Insurance,N,American National Insurance Company
522,ANCB,Finance,62352542.50399999,Banks,N,Anchor Bancorp - Common Stock
523,ANCX,Finance,593538137.54,Savings Institutions,N,Access National Corporation
524,ANDA,Finance,50430568.54,Business Services,N,Andina Acquisition Corp. II - Ordinary Shares
528,ANDE,Consumer Services,954240000.0,Farming/Seeds/Milling,N,"The Andersons, Inc. - Common Stock"
529,ANDV,Energy,18895954644.82,Integrated oil Companies,N,Andeavor Common Stock
530,ANDX,Energy,11549252667.2,Natural Gas Distribution,N,Andeavor Logistics LP
531,ANET,Technology,19211580249.64,Computer Communications Equipment,N,"Arista Networks, Inc."
532,ANF,Consumer Services,1284399382.2,Clothing/Shoe/Accessory Stores,N,Abercrombie & Fitch Company
533,ANFI,Consumer Non-Durables,135062493.44,Packaged Foods,N,Amira Nature Foods Ltd
534,ANG,,,Capital Goods,N,AUSTIN ENGINEERING LIMITED
535,ANGI,Consumer Services,6230197302.75,Advertising,N,ANGI Homeservices Inc. - Class A Common Stock
536,ANGL,,,,Y,VanEck Vectors Fallen Angel High Yield Bond
537,ANGO,Health Care,601890061.5,Medical/Dental Instruments,N,"AngioDynamics, Inc."
538,ANH,Consumer Services,519986195.9,Real Estate Investment Trusts,N,Anworth Mortgage Asset Corporation Common Stock
545,ANIK,Health Care,859619516.47,Medical/Dental Instruments,N,Anika Therapeutics Inc.
546,ANIP,Health Care,827310573.97,Major Pharmaceuticals,N,"ANI Pharmaceuticals, Inc."
547,ANL,,,Materials,N,AMANI GOLD LIMITED
548,ANN,,,Health Care Equipment & Services,N,ANSELL LIMITED
549,ANO,,,Materials,N,ADVANCE NANOTEK LIMITED
550,ANP,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,ANTISENSE THERAPEUTICS LIMITED
551,ANQ,,,Commercial & Professional Services,N,ANAECO LIMITED
552,ANR,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,ANATARA LIFESCIENCES LTD
553,ANS,,,Materials,N,AUSTSINO RESOURCES GROUP LIMITED
554,ANSS,Technology,13217018669.75,Computer Software: Prepackaged Software,N,"ANSYS, Inc."
555,ANTH,Health Care,27703290.51,Major Pharmaceuticals,N,"Anthera Pharmaceuticals, Inc."
556,ANTM,Health Care,63971883807.15,Medical Specialities,N,"Anthem, Inc."
557,ANTX,Health Care,16015766532.4,Medical Specialities,N,"Anthem, Inc."
558,ANV,,,Not Applic,N,AUSNET SERVICES HOLDINGS PTY LTD
559,ANW,Energy,186945941.2,Oil Refining/Marketing,N,Aegean Marine Petroleum Network Inc.
560,ANY,Technology,16562227.16,EDP Services,N,Sphere 3D Corp.
561,ANZ,,,Banks,N,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED
564,AOA,,,Materials,Y,AUSMON RESOURCES LIMITED
565,AOBC,Capital Goods,647746866.27,Ordnance And Accessories,N,American Outdoor Brands Corporation
566,AOD,n/a,1055490655.59,n/a,N,Alpine Total Dynamic Dividend Fund Common Stock
567,AOF,,,Real Estate,N,AUSTRALIAN UNITY OFFICE FUND
568,AOG,,,Real Estate,N,AVEO GROUP
569,AOH,,,Materials,N,ALTONA MINING LIMITED
570,AOI,Consumer Services,119266628.75,Farming/Seeds/Milling,N,"Alliance One International, Inc."
571,AOJ,,,Not Applic,N,APOLLO SERIES 2010-1 TRUST
572,AOK,,,Energy,Y,AUSTEX OIL LIMITED
573,AOL,,,Not Applic,N,APOLLO SERIES 2015-1 TRUST
574,AOM,,,,Y,iShares Core Moderate Allocation ETF
575,AON,Finance,34111037688.0,Materials,N,Aon plc
576,AOP,,,Materials,N,APOLLO CONSOLIDATED LIMITED
577,AOR,,,Not Applic,Y,APOLLO SERIES 2013-1 TRUST
578,AOS,Consumer Durables,11276857675.93,Consumer Electronics/Appliances,N,Smith (A.O.) Corporation
579,AOSL,Technology,421394650.15,Semiconductors,N,Alpha and Omega Semiconductor Limited
580,AOU,,,Materials,N,AUROCH MINERALS LTD
581,AOW,,,Energy,N,AMERICAN PATRIOT OIL & GAS LIMITED
582,AP,Capital Goods,180477695.6,Fluid Controls,N,Ampco-Pittsburgh Corporation
583,APA,Energy,17725260527.37,Oil & Gas Production,N,APA GROUP
584,APAM,Finance,3034129276.75,Investment Managers,N,Artisan Partners Asset Management Inc.
585,APB,n/a,156720966.0576,n/a,N,"Asia Pacific Fund, Inc. (The)"
586,APC,Energy,32265881136.29,Oil & Gas Production,N,AUSTRALIAN POTASH LIMITED
587,APD,Basic Industries,36883824535.04,Diversified Financials,N,"Air Products and Chemicals, Inc."
588,APDN,Consumer Services,44264723.79,Other Consumer Services,N,Applied DNA Sciences Inc - Common Stock
590,APE,,,Retailing,N,AP EAGERS LIMITED
591,APEI,Consumer Services,421336382.6,Other Consumer Services,N,"American Public Education, Inc."
592,APEN,Health Care,104779502.82,Medical/Dental Instruments,N,"Apollo Endosurgery, Inc."
593,APF,n/a,257054142.84,n/a,N,"Morgan Stanley Asia-Pacific Fund, Inc."
594,APG,,,Materials,N,AUSTPAC RESOURCES NL
595,APH,Capital Goods,28350735063.6,Electrical Products,N,Amphenol Corporation
596,APHB,Health Care,15118799.36,Biotechnology: Biological Products (No Diagnostic Substances),N,AmpliPhi Biosciences Corporation Common Stock
597,API,,,Health Care Equipment & Services,N,AUSTRALIAN PHARMACEUTICAL INDUSTRIES LIMITED
598,APL,,,Not Applic,N,ANTIPODES GLOBAL INVESTMENT COMPANY LTD
599,APLE,Consumer Services,4441141324.4,Real Estate Investment Trusts,N,"Apple Hospitality REIT, Inc. Common Shares"
600,APLP,Public Utilities,1028227038.9,Natural Gas Distribution,N,"Archrock Partners, L.P."
601,APLS,Health Care,981515964.0,Major Pharmaceuticals,N,"Apellis Pharmaceuticals, Inc."
602,APO,Finance,14486712454.06,Media,N,APN OUTDOOR GROUP LIMITED
604,APOG,Capital Goods,1298673626.2,Auto Parts:O.E.M.,N,"Apogee Enterprises, Inc."
605,APOP,n/a,52263933.36,n/a,N,Cellect Biotechnology Ltd.
608,APPF,Technology,1449540486.8,Computer Software: Prepackaged Software,N,"AppFolio, Inc."
609,APPN,Technology,2317454896.68,Computer Software: Prepackaged Software,N,Appian Corporation - Class A Common Stock
610,APPS,Miscellaneous,147694177.0,Multi-Sector Companies,N,"Digital Turbine, Inc."
611,APRI,Health Care,38799568.35,Major Pharmaceuticals,N,"Apricus Biosciences, Inc. - Common Stock"
612,APRN,Consumer Services,600842605.4,Catalog/Specialty Distribution,N,"Blue Apron Holdings, Inc. Class A Common Stock"
613,APT,Health Care,57590987.4,Software & Services,N,"Alpha Pro Tech, Ltd."
614,APTI,Technology,969323880.0,Computer Software: Prepackaged Software,N,"Apptio, Inc."
615,APTO,Health Care,76462780.02,Biotechnology: Biological Products (No Diagnostic Substances),N,"Aptose Biosciences, Inc."
616,APTS,Consumer Services,627066314.18,Real Estate Investment Trusts,N,"Preferred Apartment Communities, Inc."
617,APTV,Capital Goods,24871971126.64,Auto Parts:O.E.M.,N,Aptiv PLC Ordinary Shares
618,APU,Consumer Services,4372052335.56,Other Specialty Stores,N,"AmeriGas Partners, L.P."
619,APVO,Health Care,74142499.28,Major Pharmaceuticals,N,Aptevo Therapeutics Inc.
620,APW,,,Real Estate,N,AIMS PROPERTY SECURITIES FUND
621,APWC,Basic Industries,35240155.95,Telecommunications Equipment,N,Asia Pacific Wire & Cable Corporation Limited
622,APX,,,Software & Services,N,APPEN LIMITED
623,APZ,,,Real Estate,N,ASPEN GROUP
624,AQ,Technology,375742697.88,Semiconductors,N,Aquantia Corp.
625,AQB,n/a,26863183.88,n/a,N,"AquaBounty Technologies, Inc. - Common Stock"
626,AQC,,,Materials,N,AUSTRALIAN PACIFIC COAL LIMITED
627,AQD,,,Materials,N,AUSQUEST LIMITED
628,AQF,,,Diversified Financials,N,AUSTRALIAN GOVERNANCE MASTERS INDEX FUND LIMITED
629,AQG,,,Materials,N,ALACER GOLD CORP.
630,AQH,,,Not Applic,N,APT PIPELINES LIMITED.
631,AQI,,,Materials,N,ALICANTO MINERALS LIMITED
632,AQJ,,,Energy,N,AUS ASIA MINERALS LIMITED
633,AQM,,,Not Applic,N,ANGLO AMERICAN CAPITAL PLC
634,AQMS,Basic Industries,41417606.86,Metal Fabrications,N,"Aqua Metals, Inc. - Common Stock"
635,AQN,Public Utilities,4704674044.8,Electric Utilities: Central,N,Algonquin Power & Utilities Corp.
636,AQS,,,Consumer Services,N,AQUIS ENTERTAINMENT LIMITED
637,AQUA,Technology,2743271251.98,Industrial Machinery/Components,N,Evoqua Water Technologies Corp.
638,AQX,,,Energy,N,ALICE QUEEN LIMITED
639,AQXP,Health Care,271254590.8,Major Pharmaceuticals,N,"Aquinox Pharmaceuticals, Inc. - Common Stock"
640,AQZ,,,Transportation,N,ALLIANCE AVIATION SERVICES LIMITED
641,AR,Energy,6243210790.66,Oil & Gas Production,N,Antero Resources Corporation
643,ARA,Health Care,585168406.2,Commercial & Professional Services,N,"American Renal Associates Holdings, Inc Common Stock"
644,ARAY,Health Care,436377385.6,Medical/Dental Instruments,N,Accuray Incorporated
645,ARB,,,Automobiles & Components,N,ARB CORPORATION LIMITED.
646,ARC,Consumer Services,115214056.88,Diversified Financials,N,"ARC Document Solutions, Inc."
647,ARCB,Transportation,934463182.5,Trucking Freight/Courier Services,N,ArcBest Corporation
648,ARCC,n/a,6825049631.65,n/a,N,Ares Capital Corporation
649,ARCH,Energy,2088191722.4,Coal Mining,N,"Arch Coal, Inc."
650,ARCI,Consumer Services,6789422.9375,Home Furnishings,N,"Appliance Recycling Centers of America, Inc."
651,ARCM,,,,Y,Arrow Reserve Capital Management ETF
652,ARCO,Consumer Services,2068510578.4,Restaurants,N,Arcos Dorados Holdings Inc.
653,ARCT,n/a,101038693.56,n/a,N,Arcturus Therapeutics Ltd.
654,ARCW,Capital Goods,44771221.6,Metal Fabrications,N,"ARC Group Worldwide, Inc. - Common Stock"
655,ARD,Consumer Durables,4782712000.0,Materials,N,Ardagh Group S.A. Common Shares
656,ARDC,n/a,375901428.88,n/a,N,"Ares Dynamic Credit Allocation Fund, Inc."
657,ARDM,Health Care,30750720.14,Biotechnology: Electromedical & Electrotherapeutic Apparatus,N,Aradigm Corporation
658,ARDX,Health Care,339875099.85,Major Pharmaceuticals,N,"Ardelyx, Inc."
659,ARE,Consumer Services,13563822634.0,Real Estate Investment Trusts,N,ARGONAUT RESOURCES NL
661,ARES,Finance,4938387187.5,Investment Managers,N,Ares Management L.P.
664,AREX,Energy,320104593.5,Oil & Gas Production,N,Approach Resources Inc.
666,ARF,,,Real Estate,N,ARENA REIT.
667,ARG,,,Not Applic,N,ARGO INVESTMENTS LIMITED
668,ARGS,Health Care,14285913.0711,Major Pharmaceuticals,N,"Argos Therapeutics, Inc. - Common Stock"
669,ARGT,,,,Y,Global X MSCI Argentina ETF
670,ARGX,Health Care,485899833.44,Biotechnology: Biological Products (No Diagnostic Substances),N,argenx SE
671,ARH,,,Materials,N,AUSTRALASIAN RESOURCES LIMITED
672,ARI,Consumer Services,1971030724.0,Real Estate Investment Trusts,N,Apollo Commercial Real Estate Finance
674,ARII,Capital Goods,754194858.56,Railroads,N,"American Railcar Industries, Inc. - Common Stock"
676,ARK,,,Materials,N,AUSROC METALS LTD
677,ARKG,,,,Y,ARK Genomic Revolution Multi-Sector ETF
678,ARKK,,,,Y,ARK Innovation ETF
679,ARKQ,,,,Y,ARK Industrial Innovation ETF
680,ARKR,Consumer Services,87571615.5,Restaurants,N,Ark Restaurants Corp. - Common Stock
681,ARKW,,,,Y,ARK Web x.0 ETF
682,ARL,Finance,199980100.4,Materials,N,"American Realty Investors, Inc. Common Stock"
683,ARLP,Energy,2692506870.2,Coal Mining,N,"Alliance Resource Partners, L.P."
684,ARLZ,Health Care,110833811.76,Major Pharmaceuticals,N,Aralez Pharmaceuticals Inc.
685,ARM,,,Materials,N,AURORA MINERALS LIMITED
686,ARMK,Consumer Services,10958043125.72,Restaurants,N,Aramark
687,ARNA,Health Care,1349088843.44,Major Pharmaceuticals,N,"Arena Pharmaceuticals, Inc."
688,ARNC,Capital Goods,14702461039.98,Metal Fabrications,N,Arconic Inc.
691,ARO,,,Materials,N,ASTRO RESOURCES NL
692,AROC,Public Utilities,741656083.3,Natural Gas Distribution,N,"Archrock, Inc. Common Stock"
693,AROW,Finance,485123221.7,Major Banks,N,Arrow Financial Corporation
694,ARQL,Health Care,149829547.44,Major Pharmaceuticals,N,"ArQule, Inc."
695,ARR,Consumer Services,1041272828.1,Real Estate Investment Trusts,N,"ARMOUR Residential REIT, Inc."
698,ARRS,Technology,4825147759.8,Radio And Television Broadcasting And Communications Equipment,N,ARRIS International plc - Ordinary Shares
699,ARRY,Health Care,2598791300.48,Major Pharmaceuticals,N,Array BioPharma Inc.
702,ARS,,,Materials,N,ALT RESOURCES LIMITED
704,ARTW,Capital Goods,12268318.4,Industrial Machinery/Components,N,"Art's-Way Manufacturing Co., Inc. - Common Stock"
705,ARTX,Miscellaneous,93702420.4,Industrial Machinery/Components,N,Arotech Corporation - Common Stock
706,ARU,,,Materials,N,ARAFURA RESOURCES LIMITED
707,ARV,,,Materials,N,ARTEMIS RESOURCES LIMITED
708,ARW,Consumer Non-Durables,7374776590.0,Electronic Components,N,"Arrow Electronics, Inc."
709,ARWR,Health Care,428017761.6,Major Pharmaceuticals,N,"Arrowhead Pharmaceuticals, Inc."
710,ARX,,,Materials,N,ARC EXPLORATION LIMITED
712,ASA,n/a,225885900.0,n/a,N,ASA  Gold and Precious Metals Limited
713,ASB,Finance,3968076078.75,Capital Goods,N,AUSTAL LIMITED
720,ASC,Transportation,258532197.0,Marine Transportation,N,Ardmore Shipping Corporation
